Baseline Compliance,rho=0.5,rho=0.7,rho=0.9
0.2,0.1457142857142857,0.16363636363636364,0.14
0.3,0.14,0.135,0.12428571428571428
0.4,0.17058823529411765,0.14307692307692307,0.14454545454545456
0.5,0.15555555555555556,0.15555555555555556,0.1453846153846154
0.6,0.17333333333333334,0.1425,0.17727272727272728
0.7,0.135,0.148125,0.16666666666666669
