mu_baseline,target_att,rho,study_end_week,power,mean_att,mean_se
0.2,0.02,0.5,52,0.06,0.025669529453335088,0.047131891325015614
0.2,0.02,0.7,52,0.08,0.02907342163202613,0.04933686007102022
0.2,0.02,0.9,52,0.08,0.013047030547006662,0.04902357455823109
0.2,0.05,0.5,52,0.22,0.05953729558354749,0.048298409459411655
0.2,0.05,0.7,52,0.18,0.05076815441613408,0.04741250921445765
0.2,0.05,0.9,52,0.18,0.051295125896263304,0.04856248405087851
0.2,0.08,0.5,52,0.38,0.07873810478369134,0.0478452461185608
0.2,0.08,0.7,52,0.4,0.08770628154325387,0.04864499025431414
0.2,0.08,0.9,52,0.4,0.08141087100794947,0.0478241202854586
0.2,0.1,0.5,52,0.52,0.10104701205671628,0.049616460515006094
0.2,0.1,0.7,52,0.5,0.09500973635387017,0.048592996521674536
0.2,0.1,0.9,52,0.52,0.09759828577392536,0.047300846645557525
0.2,0.12,0.5,52,0.56,0.10745904104895171,0.048614378020791583
0.2,0.12,0.7,52,0.56,0.11108203754944732,0.048991913489892604
0.2,0.12,0.9,52,0.68,0.1279577604249034,0.048441552556850044
0.2,0.15,0.5,52,0.84,0.15543928878117572,0.048785827959564036
0.2,0.15,0.7,52,0.74,0.14534126243964998,0.05057697366491212
0.2,0.15,0.9,52,0.86,0.15686229681247446,0.04915088399895714
0.2,0.2,0.5,52,0.96,0.20311101289326466,0.0488328603949027
0.2,0.2,0.7,52,0.96,0.2028718385550206,0.04835205416191745
0.2,0.2,0.9,52,0.98,0.19400106398219846,0.04965247293222494
0.2,0.25,0.5,52,1.0,0.24673415566108198,0.04920472922754028
0.2,0.25,0.7,52,1.0,0.2568524838824239,0.048791101292812604
0.2,0.25,0.9,52,1.0,0.25312228427899536,0.04985890301808477
0.2,0.3,0.5,52,1.0,0.29132448453268933,0.04856776321758469
0.2,0.3,0.7,52,1.0,0.2900831308842642,0.049282445444332676
0.2,0.3,0.9,52,1.0,0.30239759848916975,0.048622858957823506
0.2,0.4,0.5,52,1.0,0.38533996213416766,0.050632423607942796
0.2,0.4,0.7,52,1.0,0.3856733490817558,0.0512350949826488
0.2,0.4,0.9,52,1.0,0.3881788548692547,0.05020099635899536
0.3,0.02,0.5,52,0.04,0.016416499346683763,0.04871087851683382
0.3,0.02,0.7,52,0.06,0.006754073186230172,0.050016627100901226
0.3,0.02,0.9,52,0.04,0.018688494040072164,0.04947266935086304
0.3,0.05,0.5,52,0.18,0.05629927029892362,0.04893808386647252
0.3,0.05,0.7,52,0.18,0.054405650569162224,0.048987296461260675
0.3,0.05,0.9,52,0.1,0.04588648367837326,0.05032564002614994
0.3,0.08,0.5,52,0.4,0.08826599240629526,0.048836865770802464
0.3,0.08,0.7,52,0.4,0.08605116927043145,0.049789000185470916
0.3,0.08,0.9,52,0.24,0.07580818249165974,0.05126871369164333
0.3,0.1,0.5,52,0.48,0.10069975229458766,0.04873292737239688
0.3,0.1,0.7,52,0.54,0.0998968881618272,0.05010047478566073
0.3,0.1,0.9,52,0.54,0.098615306982616,0.04893980837230723
0.3,0.12,0.5,52,0.72,0.12140655367524264,0.04893908506031549
0.3,0.12,0.7,52,0.72,0.1281138810685464,0.0501419894926408
0.3,0.12,0.9,52,0.78,0.12664319568450164,0.049466185469639525
0.3,0.15,0.5,52,0.84,0.15030029087640104,0.04872029689620962
0.3,0.15,0.7,52,0.88,0.14935591868721068,0.05023134302973665
0.3,0.15,0.9,52,0.92,0.16065474451823009,0.04979453068319748
0.3,0.2,0.5,52,0.94,0.1996908506318849,0.05032839974110151
0.3,0.2,0.7,52,0.96,0.19543204122474203,0.05093345372163568
0.3,0.2,0.9,52,0.96,0.1960874194978085,0.05019685384015828
0.3,0.25,0.5,52,1.0,0.2408508133532677,0.05092068047579094
0.3,0.25,0.7,52,1.0,0.24451377533752708,0.04926530630748121
0.3,0.25,0.9,52,0.98,0.23668372346912073,0.0501679934176762
0.3,0.3,0.5,52,1.0,0.2868183665278166,0.05031978393780549
0.3,0.3,0.7,52,1.0,0.2943484214044298,0.051514441096002006
0.3,0.3,0.9,52,1.0,0.2785441887073104,0.05078465817268646
0.3,0.4,0.5,52,1.0,0.3573034139150134,0.05425878020710139
0.3,0.4,0.7,52,1.0,0.36831195776369446,0.052967832231424164
0.3,0.4,0.9,52,1.0,0.3729835934612844,0.05416296727462758
0.4,0.02,0.5,52,0.02,0.002713083849488229,0.05028071763051829
0.4,0.02,0.7,52,0.08,0.004492960005430897,0.050818472838489566
0.4,0.02,0.9,52,0.06,0.025305350409132465,0.04993042230121558
0.4,0.05,0.5,52,0.2,0.052735084846835895,0.04868309201062318
0.4,0.05,0.7,52,0.16,0.042500852093514487,0.05115656763815861
